Year,Kilometers_Driven,Fuel_Type,Transmission,Mileage,Engine,Power,Seats,Price,Model
2013,71000,Diesel,Manual,13.0,2982.0,168.5,7.0,15.25,toyota fortuner
2008,51366,Petrol,Manual,19.0,998.0,66.1,5.0,2.25,suzuki a-star
2012,60908,Petrol,Automatic,15.6,1497.0,116.3,5.0,6.42,honda city
2012,93450,Diesel,Manual,23.19,1461.0,63.12,5.0,2.5,nissan micra
2011,104000,Diesel,Automatic,19.08,1582.0,126.32,5.0,5.75,hyundai verna
2015,42999,Diesel,Manual,15.1,2179.0,140.0,7.0,11.52,mahindra xuv500
2014,90000,Diesel,Manual,21.5,1248.0,88.8,5.0,4.5,suzuki sx4
2013,72000,Petrol,Automatic,15.0,1396.0,98.6,5.0,4.75,hyundai i20
2019,54321,Diesel,Manual,19.67,1582.0,126.2,5.0,13.54,hyundai creta
2015,59630,Diesel,Automatic,13.0,2143.0,201.1,5.0,23.41,mercedes-benz e-class
2013,116000,Diesel,Automatic,12.55,2982.0,168.5,7.0,19.25,toyota fortuner
2011,70000,Diesel,Automatic,14.21,2143.0,203.0,5.0,13.0,mercedes-benz e-class
2010,80000,Petrol,Manual,10.2,2354.0,180.0,5.0,3.99,honda accord
2015,110000,Diesel,Manual,25.8,1498.0,98.6,5.0,4.65,honda amaze
2013,56454,Diesel,Manual,28.4,1248.0,73.75,5.0,4.65,suzuki dzire
2013,60000,Petrol,Manual,18.6,1197.0,85.8,5.0,3.15,suzuki swift
2013,56000,Petrol,Automatic,14.53,1798.0,138.1,5.0,8.25,toyota corolla
2012,63000,Diesel,Manual,22.9,1248.0,74.0,5.0,4.5,suzuki swift
2017,15050,Diesel,Manual,16.3,1956.0,170.0,5.0,17.5,jeep compass
2016,29401,Petrol,Manual,20.4,1197.0,81.8,5.0,4.31,suzuki swift
2016,25238,Petrol,Manual,18.7,1199.0,88.7,5.0,6.2,honda jazz
2011,58752,Petrol,Manual,16.47,1198.0,73.9,5.0,3.32,volkswagen polo
2011,62000,Petrol,Automatic,12.9,1799.0,130.0,5.0,3.75,honda civic
2013,132000,Petrol,Manual,16.78,1496.0,88.73,5.0,4.7,toyota etios
2016,51000,Petrol,Manual,17.01,1591.0,121.3,5.0,6.5,hyundai verna
2016,61717,Diesel,Manual,22.7,1598.0,118.0,5.0,8.94,suzuki sx4
2016,17000,Petrol,Manual,21.4,1197.0,83.1,5.0,6.9,suzuki baleno
2016,31378,Petrol,Manual,18.2,1199.0,88.7,5.0,5.9,honda jazz
2013,114000,Diesel,Automatic,22.32,1582.0,126.3,5.0,6.75,hyundai verna
2014,81000,Diesel,Manual,25.8,1498.0,98.6,5.0,4.1,honda amaze
2014,35000,Petrol,Manual,15.0,1598.0,103.52,5.0,4.5,skoda rapid
2013,60001,Diesel,Automatic,17.11,1968.0,174.33,5.0,14.5,audi a4
2014,75074,Diesel,Manual,23.4,1248.0,74.0,5.0,5.25,suzuki swift
2012,80000,Diesel,Manual,22.3,1248.0,74.0,5.0,1.2,tata indica
2006,147350,Diesel,Manual,12.99,2494.0,100.6,8.0,4.95,toyota innova
2013,60000,Diesel,Manual,19.64,1461.0,108.45,5.0,7.5,renault duster
2015,58000,Diesel,Manual,25.8,1498.0,98.6,5.0,4.45,honda amaze
2015,57034,Diesel,Manual,23.2,1248.0,73.94,5.0,4.38,suzuki ritz
2016,40810,Diesel,Manual,28.09,1248.0,88.5,5.0,7.9,suzuki ciaz
2018,34630,Petrol,Automatic,21.4,1197.0,83.1,5.0,7.29,suzuki baleno
2012,45122,Diesel,Manual,23.5,1498.0,88.7,5.0,6.0,ford fiesta
2011,126000,Diesel,Manual,16.0,2179.0,140.0,7.0,6.7,mahindra xuv500
2009,63000,Petrol,Manual,19.7,796.0,46.3,5.0,1.5,suzuki alto
2014,63288,Diesel,Manual,15.1,2179.0,140.0,7.0,7.77,mahindra xuv500
2012,43337,Petrol,Manual,17.92,1086.0,62.1,5.0,3.32,hyundai santro
2015,46561,Diesel,Manual,22.9,1248.0,74.0,5.0,4.94,suzuki swift
2016,48000,Petrol,Manual,25.17,799.0,53.3,5.0,3.4,renault kwid
2013,56263,Diesel,Manual,22.9,1248.0,74.0,5.0,4.17,suzuki swift
2005,84060,Petrol,Manual,17.3,993.0,60.0,5.0,1.25,suzuki zen
2016,9000,Petrol,Automatic,18.9,1197.0,82.0,5.0,5.45,hyundai grand
2012,79000,Diesel,Manual,21.12,1248.0,88.8,5.0,2.59,tata manza
2015,87900,Diesel,Manual,16.0,2179.0,140.0,7.0,12.01,mahindra xuv500
2010,72425,Petrol,Manual,17.5,1197.0,85.8,5.0,2.45,suzuki swift
2010,107000,Diesel,Automatic,14.84,2143.0,170.0,5.0,11.99,mercedes-benz new
2015,51000,Petrol,Automatic,18.0,1497.0,117.3,5.0,7.9,honda city
2010,140000,Diesel,Manual,12.8,2494.0,102.0,7.0,6.25,toyota innova
2011,48000,Petrol,Manual,18.6,1199.0,79.4,5.0,1.8,chevrolet beat
2013,62000,CNG,Manual,26.6,998.0,58.16,5.0,2.8,suzuki wagon
2015,31000,Petrol,Manual,18.7,1199.0,88.7,5.0,4.9,honda jazz
2010,75055,Petrol,Manual,18.06,1198.0,75.0,5.0,2.25,nissan micra
2017,51210,Petrol,Automatic,19.12,1373.0,91.1,5.0,8.89,suzuki ciaz
2012,87000,Diesel,Automatic,12.55,2982.0,168.5,7.0,15.0,toyota fortuner
2014,57000,Diesel,Manual,20.77,1248.0,88.8,7.0,7.0,suzuki ertiga
2016,9370,Petrol,Manual,22.74,796.0,47.3,5.0,2.95,suzuki alto
2013,53226,Petrol,Manual,19.4,1198.0,86.8,5.0,3.3,honda brio
2010,120000,Diesel,Manual,16.2,1493.0,110.0,5.0,3.5,hyundai verna
2007,75055,Petrol,Manual,12.8,1493.0,100.0,5.0,2.3,honda city
2017,37247,Diesel,Manual,19.67,1582.0,126.2,5.0,13.69,hyundai creta
2013,64000,Diesel,Manual,23.59,1364.0,67.06,5.0,3.1,toyota etios
2017,40158,Diesel,Manual,19.67,1582.0,126.2,5.0,13.75,hyundai creta
2017,11000,Petrol,Manual,18.7,1199.0,88.7,5.0,6.75,honda jazz
2014,70010,Diesel,Manual,20.54,1598.0,103.6,5.0,5.25,volkswagen vento
2015,82000,Diesel,Manual,16.0,2179.0,140.0,7.0,8.75,mahindra xuv500
2010,84000,Petrol,Automatic,11.1,2354.0,142.0,5.0,6.5,honda accord
2012,168000,Diesel,Manual,20.77,1248.0,88.76,7.0,4.5,suzuki ertiga
2012,73670,Diesel,Manual,12.83,2696.0,162.0,7.0,12.5,mahindra ssangyong
2014,89540,Diesel,Automatic,12.55,2982.0,168.5,7.0,16.8,toyota fortuner
2016,85423,Diesel,Manual,20.77,1248.0,88.8,7.0,8.75,suzuki ertiga
2013,48823,Diesel,Automatic,19.5,1582.0,126.24,5.0,8.5,hyundai elantra
2011,35082,Petrol,Manual,20.36,1197.0,78.9,5.0,2.21,hyundai i10
2012,126000,Petrol,Manual,16.8,796.0,34.2,5.0,1.6,suzuki omni
2016,19000,Petrol,Automatic,15.5,1198.0,86.7,5.0,6.25,honda amaze
2007,69000,Petrol,Automatic,12.9,1799.0,130.0,5.0,2.25,honda civic
2010,48002,Petrol,Manual,13.14,1798.0,157.8,5.0,6.75,skoda superb
2015,52324,Diesel,Manual,28.09,1248.0,88.5,5.0,6.25,suzuki ciaz
2013,65000,Diesel,Manual,22.7,1498.0,89.84,5.0,5.1,ford ecosport
2016,75700,Diesel,Manual,24.0,1120.0,70.0,5.0,5.7,hyundai grand
2013,43000,Diesel,Manual,20.5,1598.0,105.0,5.0,5.95,volkswagen vento
2012,42706,Diesel,Manual,25.44,936.0,56.3,5.0,2.4,chevrolet beat
2011,54348,Petrol,Automatic,19.2,1197.0,80.0,5.0,4.0,hyundai i10
2013,84000,Diesel,Manual,23.59,1364.0,67.04,5.0,3.85,toyota etios
2010,63298,Petrol,Automatic,14.53,1794.0,138.1,5.0,3.95,toyota corolla
2013,75049,Petrol,Manual,20.36,1197.0,78.9,5.0,3.0,hyundai i10
2018,24237,Petrol,Manual,18.16,1196.0,86.8,5.0,6.7,ford figo
2016,22767,Petrol,Manual,18.5,1197.0,85.8,5.0,6.14,suzuki ritz
2012,58000,Petrol,Automatic,15.0,1396.0,98.6,5.0,4.4,hyundai i20
2017,57000,Diesel,Manual,26.59,1248.0,74.0,5.0,4.25,suzuki swift
2017,68319,Diesel,Automatic,12.55,2982.0,168.5,7.0,25.12,toyota fortuner
2017,30711,Petrol,Manual,20.3,998.0,68.05,5.0,4.45,hyundai eon
2011,38277,Diesel,Manual,21.9,1396.0,90.0,5.0,2.4,hyundai i20
2012,115000,Diesel,Manual,20.54,1598.0,103.6,5.0,4.33,volkswagen vento
2017,46849,Petrol,Automatic,18.5,1197.0,83.14,5.0,6.93,suzuki swift
2014,64000,Diesel,Manual,21.9,1396.0,90.0,5.0,4.25,hyundai i20
2010,130923,Diesel,Automatic,14.21,2143.0,203.0,5.0,12.5,mercedes-benz e-class
2015,15000,Petrol,Manual,18.9,1197.0,82.0,5.0,4.9,hyundai grand
2014,32720,Diesel,Manual,23.0,1396.0,90.0,5.0,4.5,hyundai i20
2016,12500,Petrol,Manual,25.17,799.0,53.3,5.0,3.0,renault kwid
2015,59800,Petrol,Automatic,16.9,1197.0,82.0,5.0,5.8,hyundai xcent
2011,54211,Petrol,Manual,15.04,1598.0,103.6,5.0,3.33,volkswagen vento
2015,62242,Diesel,Automatic,14.39,1998.0,163.7,5.0,6.62,chevrolet cruze
2015,54000,Diesel,Manual,19.01,1461.0,108.5,5.0,5.75,nissan terrano
2012,65000,Diesel,Manual,22.32,1582.0,126.32,5.0,6.2,hyundai verna
2015,55000,Petrol,Automatic,23.1,998.0,67.04,5.0,3.5,suzuki celerio
2010,71000,Petrol,Manual,18.9,998.0,67.1,5.0,2.0,suzuki wagon
2012,70000,Diesel,Manual,21.9,1396.0,88.8,5.0,4.0,hyundai i20
2011,53000,Petrol,Automatic,12.3,1781.0,163.2,5.0,9.5,audi a4
2013,43000,Diesel,Automatic,17.05,1995.0,184.0,5.0,17.5,bmw x1
2015,54000,Petrol,Automatic,14.3,1598.0,103.52,5.0,6.11,skoda rapid
2014,51000,Petrol,Manual,20.36,1197.0,78.9,5.0,3.75,hyundai i10
2007,78000,Diesel,Manual,10.5,2835.0,107.2,6.0,6.2,mitsubishi pajero
2014,25000,Diesel,Manual,26.0,1498.0,98.6,5.0,6.15,honda city
2012,12600,Petrol,Manual,20.92,998.0,67.1,5.0,2.4,suzuki alto
2009,80000,Diesel,Manual,17.8,1248.0,75.0,5.0,2.15,suzuki swift
2016,21000,Petrol,Manual,18.9,1197.0,82.0,5.0,3.75,hyundai grand
2011,32000,Petrol,Manual,15.6,1196.0,70.0,5.0,2.15,ford figo
2015,50000,Petrol,Manual,18.9,1197.0,81.86,5.0,4.75,hyundai grand
2010,47500,Petrol,Manual,15.5,1586.0,103.3,5.0,2.45,suzuki sx4
2017,7500,Petrol,Manual,17.4,1497.0,117.3,5.0,11.15,honda city
2016,68163,Diesel,Automatic,19.6,1461.0,108.45,5.0,8.9,renault duster
2014,61000,Diesel,Manual,25.8,1498.0,98.6,5.0,4.35,honda amaze
2015,100000,Diesel,Manual,12.99,2494.0,100.6,7.0,12.0,toyota innova
2009,61500,Diesel,Automatic,16.07,1995.0,181.0,5.0,8.5,bmw 3
2017,42883,Petrol,Manual,19.81,1086.0,68.05,5.0,4.27,hyundai i10
2012,97000,Diesel,Manual,20.45,1461.0,83.8,5.0,4.25,renault duster
2017,35384,Diesel,Manual,24.3,1248.0,88.5,5.0,8.61,suzuki vitara
2018,32189,Diesel,Manual,23.0,1498.0,98.96,5.0,9.25,ford ecosport
2016,27000,Diesel,Automatic,19.08,1582.0,126.2,5.0,8.6,hyundai verna
2018,22734,Petrol,Manual,16.47,1198.0,74.0,5.0,7.53,volkswagen polo
2014,58002,Diesel,Manual,19.64,1461.0,108.45,5.0,5.75,renault duster
2012,31500,Petrol,Automatic,16.5,1198.0,86.8,5.0,4.15,honda brio
2017,30933,Petrol,Manual,18.16,1196.0,86.8,5.0,5.84,ford figo
2012,27090,Diesel,Automatic,18.53,1968.0,187.74,5.0,16.5,audi a6
2013,45000,Petrol,Manual,20.36,1197.0,78.9,5.0,3.55,hyundai i10
2018,11691,Petrol,Manual,18.6,1197.0,81.83,5.0,8.9,hyundai i20
2006,121000,Diesel,Manual,16.4,1896.0,90.0,5.0,2.5,skoda octavia
2010,118077,Diesel,Manual,16.2,1493.0,110.0,5.0,3.85,hyundai verna
2012,36300,Petrol,Automatic,17.1,1591.0,121.4,5.0,7.5,hyundai verna
2005,90000,Petrol,Manual,15.3,1341.0,61.0,5.0,1.8,hyundai getz
2010,78000,Diesel,Manual,20.0,1399.0,68.0,5.0,2.25,ford figo
2015,42000,Diesel,Automatic,17.68,1968.0,174.33,5.0,24.25,audi a6
2015,27000,Petrol,Manual,16.47,1198.0,74.0,5.0,4.35,volkswagen polo
2012,22000,Diesel,Automatic,17.05,1995.0,184.0,5.0,11.5,bmw x1
2014,49000,Petrol,Manual,17.4,1497.0,117.3,5.0,4.75,honda city
2012,42600,Diesel,Manual,23.0,1396.0,90.0,5.0,4.99,hyundai i20
2018,12794,Petrol,Automatic,19.0,1199.0,88.7,5.0,9.15,honda jazz
2014,88046,Petrol,Automatic,10.1,2354.0,152.0,5.0,13.99,honda cr-v
2018,82739,Diesel,Automatic,16.0,2179.0,140.0,7.0,16.77,mahindra xuv500
2012,60000,Diesel,Automatic,12.35,2179.0,187.74,5.0,23.5,land rover
2017,38000,Petrol,Manual,22.74,796.0,47.3,5.0,3.11,suzuki alto
2013,56344,Petrol,Manual,17.6,1496.0,88.73,5.0,4.57,toyota etios
2014,17858,Petrol,Manual,17.0,1197.0,80.0,5.0,5.32,hyundai i20
2012,53000,Petrol,Manual,20.36,1197.0,78.9,5.0,3.2,hyundai i10
2016,67906,Diesel,Manual,25.2,1248.0,74.0,5.0,5.63,suzuki swift
2015,19000,Petrol,Manual,21.1,814.0,55.2,5.0,3.0,hyundai eon
2010,67000,Diesel,Automatic,22.69,1995.0,190.0,5.0,9.25,bmw 3
2011,80000,Diesel,Manual,23.57,1396.0,70.0,5.0,1.2,tata indigo
2015,61000,Petrol,Manual,22.74,796.0,47.3,5.0,2.15,suzuki alto
2010,39000,Diesel,Manual,22.07,1199.0,73.9,5.0,3.05,volkswagen polo
2014,59000,Petrol,Automatic,14.28,1798.0,138.03,5.0,11.5,toyota corolla
2008,80931,Petrol,Manual,17.92,1086.0,62.1,5.0,2.3,hyundai santro
2016,34000,Petrol,Manual,20.4,1197.0,81.8,5.0,4.95,suzuki swift
2018,52380,Diesel,Manual,24.3,1248.0,88.5,5.0,10.15,suzuki vitara
2011,44000,Petrol,Manual,18.06,1198.0,75.0,5.0,2.65,nissan micra
2015,84000,Diesel,Manual,20.0,1399.0,68.05,5.0,3.8,ford figo
2017,41697,Petrol,Automatic,13.1,1997.0,141.1,5.0,16.68,honda cr-v
2014,163000,Diesel,Manual,19.01,1461.0,108.5,5.0,5.0,nissan terrano
2011,42000,Petrol,Manual,17.71,1197.0,78.9,5.0,3.75,toyota etios
2013,129000,Diesel,Manual,21.27,1396.0,88.76,5.0,4.11,hyundai i20
2015,32200,Petrol,Manual,18.16,1196.0,86.8,5.0,4.25,ford figo
2004,129000,Diesel,Manual,10.5,2835.0,107.2,6.0,3.45,mitsubishi pajero
2014,40000,Diesel,Automatic,17.11,1968.0,174.33,5.0,22.5,audi a4
2006,150000,Petrol,Manual,12.4,1998.0,132.0,8.0,4.5,toyota innova
2007,140000,Petrol,Manual,15.26,1150.0,74.9,5.0,0.9,chevrolet aveo
2006,63181,Petrol,Manual,15.3,1341.0,83.0,5.0,1.85,hyundai getz
2013,39575,Diesel,Manual,25.8,1498.0,98.6,5.0,3.25,honda amaze
2014,70374,Diesel,Manual,22.7,1498.0,89.84,5.0,7.34,ford ecosport
2016,13460,Petrol,Manual,18.6,1197.0,81.86,5.0,6.45,hyundai elite
2011,122000,Diesel,Manual,12.8,2494.0,102.0,8.0,10.75,toyota innova
2005,115000,Petrol,Manual,17.3,1061.0,64.0,5.0,0.99,suzuki wagon
2016,75000,Diesel,Automatic,12.62,2198.0,158.0,7.0,24.0,ford endeavour
2016,30292,Petrol,Manual,18.6,1197.0,81.86,5.0,6.1,hyundai elite
2013,74000,Petrol,Manual,16.47,1198.0,73.9,5.0,4.65,volkswagen polo
2014,56100,Petrol,Manual,13.7,1997.0,153.86,5.0,9.75,honda cr-v
2014,61325,Petrol,Manual,18.9,1197.0,81.86,5.0,4.4,hyundai grand
2014,33000,Petrol,Manual,19.1,1197.0,85.8,5.0,3.99,suzuki swift
2014,71390,Diesel,Manual,22.7,1498.0,89.84,5.0,5.27,ford ecosport
2014,41000,CNG,Manual,26.2,998.0,58.2,5.0,3.5,suzuki wagon
2016,67000,Diesel,Manual,26.0,1498.0,98.6,5.0,7.25,honda city
2008,99000,Diesel,Manual,17.0,1405.0,70.0,5.0,1.6,tata indigo
2014,142000,Diesel,Manual,19.01,1461.0,108.45,5.0,6.0,renault duster
2010,26966,Petrol,Manual,20.36,1197.0,78.9,5.0,3.0,hyundai i10
2015,27628,Petrol,Manual,18.7,1199.0,88.7,5.0,4.95,honda jazz
2016,82497,Diesel,Manual,23.65,1248.0,88.5,5.0,8.99,suzuki sx4
2007,86000,Petrol,Manual,11.9,2354.0,144.0,5.0,1.85,honda accord
2016,26981,Petrol,Manual,16.47,1198.0,73.9,5.0,6.16,volkswagen polo
2010,110471,Diesel,Manual,21.1,1248.0,73.9,5.0,3.5,suzuki ritz
2014,69000,Petrol,Manual,19.5,1199.0,88.76,5.0,4.5,honda amaze
2017,12000,Petrol,Manual,18.6,1197.0,81.83,5.0,7.75,hyundai i20
2014,77500,Diesel,Manual,20.45,1461.0,83.8,5.0,6.6,renault duster
2014,48031,Petrol,Manual,18.9,1197.0,82.0,5.0,4.98,hyundai grand
2014,69565,Diesel,Manual,22.7,1498.0,89.84,5.0,5.55,ford ecosport
2016,45492,Diesel,Automatic,21.5,1498.0,108.5,5.0,10.3,volkswagen vento
2011,85000,Petrol,Automatic,11.7,2354.0,177.6,5.0,7.5,honda accord
2008,55902,Petrol,Manual,14.49,1399.0,92.7,5.0,1.8,chevrolet aveo
2017,18500,Petrol,Manual,16.2,1199.0,74.0,5.0,6.25,volkswagen polo
2015,129750,Diesel,Manual,14.95,2489.0,93.7,7.0,6.8,mahindra xylo
2009,50902,Petrol,Automatic,19.2,1197.0,80.0,5.0,3.0,hyundai i10
2015,84725,Diesel,Manual,15.1,2179.0,140.0,7.0,11.6,mahindra xuv500
2013,40000,Diesel,Manual,22.7,1582.0,126.24,5.0,6.95,hyundai elantra
2014,33496,Petrol,Manual,18.9,1197.0,81.86,5.0,5.5,hyundai grand
2015,25000,Petrol,Manual,18.6,1197.0,81.83,5.0,5.65,hyundai i20
2015,20826,Petrol,Automatic,14.3,1598.0,103.6,5.0,7.72,skoda rapid
2016,42244,Diesel,Manual,19.67,1582.0,126.2,5.0,12.0,hyundai creta
2013,98598,Diesel,Manual,25.44,936.0,57.6,5.0,1.55,chevrolet beat
2011,62100,Diesel,Manual,11.5,2982.0,171.0,7.0,10.75,toyota fortuner
2016,44238,Petrol,Manual,18.6,1197.0,81.83,5.0,6.72,hyundai i20
2016,36891,Petrol,Manual,17.8,1497.0,117.3,5.0,10.49,honda city
2012,74002,Diesel,Automatic,16.55,1968.0,140.0,5.0,18.5,audi a4
2012,83678,Diesel,Manual,22.32,1582.0,126.32,5.0,5.5,hyundai verna
2010,91000,Petrol,Manual,18.9,998.0,67.1,5.0,2.3,suzuki wagon
2016,50000,Diesel,Manual,24.52,1248.0,88.5,7.0,8.7,suzuki ertiga
2015,58000,Diesel,Manual,24.4,1120.0,71.01,5.0,4.95,hyundai xcent
2012,80000,Diesel,Manual,22.9,1248.0,74.0,5.0,4.25,suzuki swift
2017,41290,Diesel,Manual,16.0,2179.0,140.0,7.0,10.94,mahindra xuv500
2013,65000,Diesel,Automatic,22.48,1995.0,190.0,5.0,21.26,bmw 5
2016,16471,Petrol,Manual,14.28,1798.0,138.03,5.0,11.5,toyota corolla
2015,54339,Diesel,Manual,22.54,1396.0,88.73,5.0,6.0,hyundai i20
2016,24025,Petrol,Manual,18.15,1198.0,82.0,6.0,4.1,mahindra kuv
2013,24027,Petrol,Manual,24.7,796.0,47.3,5.0,2.01,suzuki alto
2012,40000,Petrol,Manual,18.9,998.0,67.1,5.0,2.35,suzuki wagon
2012,155566,Diesel,Manual,9.5,2835.0,118.6,6.0,9.15,mitsubishi pajero
2013,42320,Petrol,Manual,19.4,1198.0,86.8,5.0,2.9,honda brio
2017,24153,Diesel,Manual,22.54,1396.0,88.73,5.0,9.18,hyundai i20
2016,27000,Petrol,Automatic,13.0,1591.0,121.3,5.0,11.45,hyundai creta
2012,92000,CNG,Manual,26.83,796.0,38.4,5.0,2.1,suzuki alto
2017,61795,Petrol,Manual,17.8,1198.0,86.7,5.0,5.53,honda amaze
2016,13500,Petrol,Manual,18.15,1198.0,82.0,6.0,3.75,mahindra kuv
2018,4500,Petrol,Automatic,18.0,1497.0,117.3,5.0,12.5,honda city
2017,23000,Diesel,Automatic,16.0,2179.0,140.0,7.0,15.5,mahindra xuv500
2013,80578,Diesel,Automatic,14.84,2143.0,170.0,5.0,14.5,mercedes-benz new
2017,42646,Diesel,Automatic,19.6,1461.0,108.45,5.0,12.46,renault duster
2014,30000,Petrol,Manual,16.47,1198.0,74.0,5.0,5.25,volkswagen polo
2015,63310,Diesel,Manual,28.4,1248.0,74.0,5.0,5.1,suzuki swift
2014,66000,Diesel,Manual,25.8,1498.0,98.6,5.0,3.5,honda amaze
2011,74000,Diesel,Automatic,16.07,1995.0,181.0,5.0,12.5,bmw 3
2012,93000,Diesel,Manual,23.5,1396.0,88.7,5.0,5.55,hyundai verna
2015,70000,Diesel,Automatic,11.5,2982.0,169.0,7.0,19.48,toyota fortuner
2012,48772,Petrol,Manual,18.6,1197.0,85.8,5.0,3.91,suzuki swift
2010,66000,Petrol,Manual,18.6,1199.0,79.4,5.0,2.19,chevrolet beat
2017,27417,Petrol,Automatic,18.9,1197.0,82.0,5.0,6.89,hyundai grand
2011,51593,Petrol,Manual,15.6,1196.0,70.0,5.0,3.47,ford figo
2010,75000,Petrol,Manual,16.1,1298.0,88.2,5.0,2.85,suzuki swift
2018,11966,Petrol,Manual,16.8,1497.0,116.3,5.0,10.28,honda city
2015,37000,Petrol,Manual,18.2,1199.0,88.7,5.0,6.3,honda jazz
2014,70920,Diesel,Manual,20.14,1498.0,88.8,5.0,4.75,volkswagen polo
2013,65280,Diesel,Manual,19.87,1461.0,83.14,5.0,5.8,nissan terrano
2014,44525,Petrol,Manual,18.5,1197.0,82.9,5.0,4.65,hyundai i20
2009,86863,Petrol,Manual,17.0,1497.0,118.0,5.0,3.6,honda city
2015,102626,Diesel,Manual,16.0,2179.0,140.0,7.0,12.25,mahindra xuv500
2017,45000,Diesel,Manual,16.3,1956.0,170.0,5.0,20.0,jeep compass
2017,22000,Diesel,Manual,16.0,2179.0,140.0,7.0,16.0,mahindra xuv500
2011,108905,Diesel,Automatic,11.79,2179.0,120.0,8.0,6.21,mahindra scorpio
2016,32000,Diesel,Manual,15.4,2179.0,120.0,7.0,9.75,mahindra scorpio
2014,39000,Petrol,Automatic,15.5,1198.0,86.7,5.0,4.45,honda amaze
2017,42000,Diesel,Manual,25.6,1498.0,98.6,5.0,12.0,honda city
2008,73000,Petrol,Manual,14.4,1396.0,65.0,5.0,0.8,tata indigo
2018,48000,Diesel,Manual,24.0,1186.0,73.97,5.0,5.95,hyundai grand
2014,19000,Petrol,Manual,17.43,1396.0,105.5,5.0,5.25,hyundai verna
2019,33598,Diesel,Manual,13.68,2393.0,147.8,7.0,22.2,toyota innova
2012,63000,Diesel,Automatic,17.05,1995.0,184.0,5.0,13.5,bmw x1
2015,48000,Diesel,Automatic,16.96,1968.0,138.03,5.0,13.5,volkswagen jetta
2014,66000,Diesel,Manual,20.0,1399.0,68.05,5.0,3.47,ford figo
2013,80000,Diesel,Automatic,11.18,2696.0,184.0,7.0,9.5,mahindra ssangyong
2011,37000,Petrol,Manual,15.04,1598.0,103.6,5.0,4.8,volkswagen vento
2016,35058,Petrol,Manual,15.0,1598.0,103.52,5.0,6.54,skoda rapid
2012,52000,Petrol,Manual,16.47,1198.0,73.9,5.0,3.1,volkswagen polo
2009,45000,Petrol,Manual,14.53,1798.0,138.1,5.0,3.3,toyota corolla
2015,74000,Diesel,Manual,20.77,1248.0,88.8,7.0,8.75,suzuki ertiga
2013,89000,Petrol,Automatic,19.2,1197.0,80.0,5.0,4.19,hyundai i10
2006,95000,Petrol,Manual,16.9,1497.0,100.0,5.0,2.11,honda city
2018,15900,Petrol,Manual,18.15,1198.0,82.0,6.0,6.25,mahindra kuv
2011,151000,Diesel,Manual,11.5,2982.0,171.0,7.0,11.4,toyota fortuner
2011,65000,Petrol,Manual,17.0,1497.0,118.0,5.0,5.2,honda city
2013,65287,Diesel,Manual,20.0,1399.0,68.05,5.0,4.45,ford figo
2014,52000,Diesel,Automatic,17.9,2143.0,136.0,5.0,19.5,mercedes-benz gla
2007,33000,Petrol,Manual,15.26,1150.0,74.9,5.0,1.75,chevrolet aveo
2016,71000,Diesel,Manual,25.83,1498.0,99.0,5.0,5.1,ford figo
2013,71000,Diesel,Automatic,22.7,1582.0,126.2,5.0,6.8,hyundai elantra
2016,20000,Petrol,Automatic,21.4,1197.0,83.1,5.0,5.74,suzuki baleno
2010,71000,Petrol,Manual,16.1,1197.0,85.0,5.0,3.3,suzuki swift
2017,19000,Diesel,Automatic,28.4,1248.0,73.75,5.0,8.9,suzuki dzire
2011,58000,Petrol,Manual,17.01,1591.0,121.3,5.0,4.0,hyundai verna
2018,42203,Diesel,Manual,17.1,1956.0,170.0,5.0,19.46,jeep compass
2013,52000,CNG,Manual,15.1,1196.0,73.0,5.0,2.6,suzuki eeco
2013,70000,Petrol,Manual,21.1,814.0,55.2,5.0,1.8,hyundai eon
2014,54569,Diesel,Manual,20.77,1248.0,88.76,7.0,5.99,suzuki ertiga
2015,51361,Petrol,Manual,18.0,1198.0,86.7,5.0,4.94,honda amaze
2007,125000,Petrol,Manual,16.6,1388.0,68.0,5.0,1.5,ford fiesta
2008,66000,Petrol,Manual,13.5,1799.0,130.0,5.0,3.25,honda civic
2014,22281,Diesel,Manual,20.77,1248.0,88.8,7.0,6.5,suzuki ertiga
2013,63210,Diesel,Manual,24.0,1120.0,70.0,5.0,3.71,hyundai grand
2018,31000,Petrol,Manual,20.14,1197.0,81.86,5.0,5.0,hyundai xcent
2008,60000,Petrol,Manual,19.81,1086.0,68.05,5.0,1.99,hyundai i10
2017,32006,Petrol,Manual,18.0,1198.0,86.7,5.0,4.25,honda amaze
2009,78000,Diesel,Automatic,12.4,2698.0,179.5,5.0,8.0,audi a6
2011,9489,Petrol,Manual,20.36,1197.0,78.9,5.0,2.95,hyundai i10
2018,5000,Petrol,Manual,25.17,799.0,53.3,5.0,3.5,renault kwid
2012,60000,Diesel,Automatic,15.2,1968.0,140.8,5.0,16.0,audi a4
2015,50000,Petrol,Manual,22.74,796.0,47.3,5.0,2.75,suzuki alto
2015,53000,Petrol,Manual,17.8,1497.0,117.3,5.0,6.95,honda city
2011,64000,Petrol,Automatic,11.74,1796.0,186.0,5.0,12.5,mercedes-benz new
2011,36431,Petrol,Manual,16.2,1199.0,74.0,5.0,2.7,volkswagen polo
2017,35000,Diesel,Manual,21.38,1396.0,88.7,5.0,9.9,hyundai creta
